cgpa,iq,communication,internship,placed
8.9,137,4,1,1
5.7,87,7,0,0
9.3,106,9,0,1
8.2,99,10,0,1
6.5,88,9,0,1
6.1,97,8,0,0
8.3,93,9,0,1
8.3,89,8,0,1
8.6,106,7,0,0
8.0,81,10,0,1
6.9,138,5,0,1
9.4,124,9,1,1
6.5,90,7,0,1
6.2,132,7,0,1
6.5,124,5,0,1
7.4,99,5,1,1
7.7,124,5,0,1
6.4,90,6,0,0
7.3,111,6,0,0
5.8,139,4,0,0
5.6,118,8,0,1
9.5,86,6,1,1
7.7,111,9,0,1
8.0,129,6,1,1
6.4,97,6,0,0
9.9,121,6,1,1
7.6,119,4,0,0
8.8,85,5,0,1
7.3,106,6,0,1
6.0,126,5,1,1
7.3,136,6,1,1
8.4,135,4,1,1
9.7,137,6,1,1
5.5,108,9,1,1
6.7,123,4,0,1
6.0,98,9,0,1
5.8,101,7,0,1
8.3,92,9,0,1
5.8,81,5,0,1
9.1,126,8,0,1
5.9,84,8,0,1
7.2,92,4,1,1
6.7,81,9,1,1
9.1,131,4,0,1
7.2,102,7,0,0
6.2,104,8,1,1
8.7,125,10,1,1
7.0,99,9,0,0
5.7,144,9,1,1
6.1,127,4,0,0
7.1,117,5,0,0
8.2,91,7,0,0
8.7,95,10,0,1
9.6,118,5,1,1
9.0,129,5,0,1
6.3,93,8,0,0
5.2,144,5,0,1
8.8,100,7,1,1
6.0,120,5,1,1
5.3,109,5,0,1
8.4,124,10,1,1
5.6,104,9,1,1
8.8,130,6,1,1
5.0,128,4,1,0
7.2,116,5,0,0
6.1,144,5,0,1
6.1,104,6,0,0
8.5,128,6,1,1
6.8,137,6,0,1
9.2,119,5,0,1
6.7,113,5,1,1
8.1,128,7,0,1
7.7,126,5,1,1
8.4,99,7,1,1
9.2,87,8,1,1
9.3,95,9,0,1
7.2,119,5,1,1
7.5,107,4,0,0
7.8,127,8,1,0
6.8,132,9,0,1
8.8,93,4,0,0
8.7,121,7,1,1
9.0,133,7,0,1
7.5,113,9,0,0
8.7,137,7,1,1
6.1,84,8,1,1
5.5,137,9,1,1
5.3,112,10,1,1
9.8,97,10,0,1
7.1,142,9,0,1
7.4,133,10,0,1
8.4,93,4,0,1
5.8,134,8,0,0
6.3,102,5,0,1
8.1,123,7,1,1
9.8,123,6,0,1
7.8,94,5,0,0
6.2,131,5,0,0
6.9,100,6,1,1
6.9,90,8,0,1
7.1,114,7,0,1
9.8,98,9,1,1
5.3,131,7,0,0
9.7,119,9,0,0
8.8,125,8,0,1
7.0,110,5,1,1
6.4,135,8,1,1
8.0,110,9,0,1
6.0,100,9,1,1
6.5,83,6,0,1
6.2,86,5,0,0
7.7,129,9,0,1
9.6,133,10,0,1
8.1,107,6,0,1
8.5,129,10,0,1
9.2,98,6,1,1
8.5,82,7,1,0
8.3,103,8,1,1
7.3,116,7,1,1
6.4,137,6,0,1
5.7,109,9,0,1
5.1,89,6,1,1
9.5,80,10,1,1
7.9,129,4,1,1
9.8,120,6,0,1
7.8,144,5,1,1
8.6,114,7,1,1
6.8,128,5,0,1
8.1,97,5,0,1
9.3,108,7,0,0
7.6,132,4,1,1
6.9,137,6,1,1
7.8,107,6,0,1
8.1,104,8,0,1
5.9,96,7,0,0
8.0,143,9,0,1
6.4,102,10,0,1
5.2,84,9,1,1
5.4,97,9,0,0
7.2,130,4,1,1
9.9,128,9,0,1
7.4,105,8,1,1
9.5,91,8,0,1
6.0,112,6,1,0
5.2,100,9,0,1
8.8,139,7,0,1
9.2,114,6,0,0
5.8,106,7,1,1
6.9,119,5,0,1
7.0,110,10,0,1
9.1,116,6,0,1
6.9,94,9,1,0
6.9,133,7,1,1
6.7,119,6,0,1
8.6,87,5,1,0
9.3,119,6,1,1
5.5,133,5,1,1
5.7,134,7,0,1
5.3,138,6,0,1
8.9,100,5,0,0
9.4,140,9,0,1
9.8,138,8,1,1
8.0,137,10,1,1
5.1,138,7,0,0
6.0,99,5,0,0
8.9,115,9,0,1
6.4,102,9,1,1
6.6,104,8,0,1
8.6,92,5,1,1
9.7,130,4,1,1
8.3,141,10,1,1
9.4,105,8,1,1
5.3,94,8,0,0
5.8,128,9,1,1
5.3,110,4,0,0
8.9,130,5,0,1
7.4,89,5,0,0
8.3,122,4,0,0
8.8,89,8,0,1
9.6,139,9,1,1
9.8,139,5,0,1
5.6,105,7,0,0
8.3,111,6,1,1
6.5,125,7,0,1
10.0,101,9,0,1
5.4,98,6,0,0
9.1,107,10,1,1
9.6,122,5,0,0
9.2,97,6,1,1
8.4,142,10,1,1
9.8,135,9,0,1
5.3,140,5,0,1
10.0,134,9,0,1
7.2,91,9,0,0
6.1,117,10,0,0
9.1,92,8,0,1
8.1,86,6,0,1
6.1,91,6,0,0
9.2,87,5,1,1
6.4,145,7,0,1
9.1,89,8,1,1
9.0,110,9,0,1
8.2,80,9,1,1
7.0,98,7,0,1
7.0,111,8,0,0
9.4,132,6,1,1
7.6,90,5,1,1
6.7,114,5,0,1
9.1,113,4,0,1
8.5,100,8,0,1
5.5,87,6,0,0
5.3,116,8,1,1
8.0,127,9,1,1
8.3,115,10,1,1
7.3,96,6,0,1
5.4,135,8,0,0
6.2,99,6,0,0
8.7,136,10,0,1
7.4,82,10,0,0
9.3,126,5,1,1
5.1,87,8,1,1
7.5,112,5,0,1
8.8,116,5,0,0
7.1,124,5,1,1
9.6,137,9,0,1
6.5,99,9,0,1
7.5,110,9,0,1
5.0,121,5,0,1
9.6,103,9,1,1
6.0,94,10,0,1
5.9,130,9,1,1
6.5,132,7,0,1
9.5,133,5,1,1
6.8,145,6,1,1
9.8,117,6,1,1
7.2,105,10,0,1
5.5,107,6,0,1
6.0,80,5,0,0
7.4,92,8,1,1
6.8,101,8,1,1
7.2,85,8,0,1
6.3,89,6,0,1
6.6,114,4,1,1
8.3,119,5,0,1
9.2,138,7,0,1
6.8,80,10,1,1
9.8,92,8,1,1
7.2,109,7,1,1
9.0,103,8,0,1
5.2,114,8,0,0
9.5,84,5,1,1
7.2,128,9,0,1
9.4,80,6,1,1
8.2,86,5,0,0
6.0,97,8,1,1
6.4,98,4,0,0
6.7,100,5,0,0
6.4,98,7,0,1
6.7,101,5,0,1
6.5,128,9,0,1
7.6,140,8,1,1
5.9,104,4,1,0
5.4,107,5,0,0
8.1,123,7,0,1
9.6,114,10,0,1
7.6,131,6,0,1
5.5,83,8,0,1
8.9,87,7,0,1
8.0,133,10,1,1
9.9,97,7,0,1
7.3,98,5,1,1
6.3,106,7,0,0
5.9,93,6,0,0
5.4,96,7,1,1
9.1,138,5,0,1
7.6,139,5,0,1
8.5,131,6,0,1
6.6,94,9,0,0
6.8,111,8,1,1
6.8,117,4,0,0
8.1,121,8,0,0
5.1,92,8,0,0
6.1,142,6,1,1
6.7,145,9,0,1
5.9,101,6,0,1
6.9,101,8,0,0
8.6,80,6,1,1
6.6,138,9,0,1
9.0,98,7,1,1
7.2,120,8,1,1
7.9,87,5,1,1
5.1,132,8,1,1
7.8,125,7,0,0
8.9,135,7,1,1
5.8,115,7,0,0
7.9,112,10,1,1
9.5,82,10,0,1
8.0,99,7,0,1
8.2,114,8,1,1
5.5,116,7,0,1
6.1,112,4,0,0
7.2,96,5,0,0
7.7,106,6,1,1
6.0,106,7,1,1
9.2,143,5,1,1
5.9,140,9,1,1
8.4,115,9,1,1
6.0,124,5,0,0
5.6,109,9,0,0
9.9,109,8,1,1
7.8,126,5,0,1
7.5,128,9,0,1
7.1,93,8,0,0
7.2,117,4,1,1
9.5,98,9,1,1
8.6,130,9,0,1
6.7,118,6,0,1
8.2,85,10,1,1
9.0,111,8,0,1
9.4,106,7,0,1
6.8,89,6,0,0
6.2,122,6,1,1
5.0,113,8,0,1
9.4,123,10,1,1
5.0,141,8,0,1
6.7,98,7,0,0
8.8,137,5,0,1
5.4,145,7,0,1
5.7,86,9,0,0
9.3,118,7,0,1
7.8,122,4,1,1
5.3,125,9,0,1
9.6,122,8,1,1
7.4,123,7,0,1
8.4,99,8,1,1
8.4,105,4,0,0
5.1,112,8,1,1
8.1,120,7,0,0
6.6,97,5,0,0
7.2,81,4,1,1
6.9,85,8,0,0
8.3,88,10,1,1
7.0,116,8,0,1
5.6,100,8,0,0
9.9,100,10,1,1
7.1,119,9,0,1
5.3,113,8,1,1
9.5,89,8,0,1
7.6,116,5,0,0
8.1,130,9,0,1
7.7,85,6,1,1
7.8,103,10,1,1
6.2,92,6,1,1
9.0,109,6,0,1
6.6,117,8,0,1
9.0,95,5,0,0
8.4,124,7,0,1
5.4,138,9,1,1
7.2,141,9,1,1
9.5,135,7,1,1
5.9,119,5,0,0
9.3,139,6,1,1
7.8,113,9,1,1
5.7,100,7,0,1
7.4,94,8,1,1
8.7,103,7,0,1
6.7,101,6,0,0
5.9,107,8,0,1
9.2,113,9,1,1
6.9,142,9,0,0
5.8,134,9,0,0
7.8,95,8,1,1
5.2,107,7,0,0
9.5,84,6,1,1
9.8,131,7,1,1
5.3,83,4,0,0
6.7,104,10,1,1
6.6,98,8,0,1
5.3,145,8,0,1
6.8,83,9,0,0
9.3,127,7,0,0
7.7,102,8,0,1
5.9,124,5,1,1
6.4,128,10,0,1
9.7,111,9,0,1
5.0,145,10,1,1
6.6,137,7,0,1
7.5,84,6,1,1
7.4,88,4,0,0
9.8,112,6,1,1
8.7,109,5,0,1
5.5,80,6,0,1
7.5,96,5,0,1
7.2,138,8,0,1
6.7,96,9,0,1
7.7,86,6,0,0
5.2,91,8,0,0
5.8,88,9,1,1
6.0,119,6,0,0
8.8,99,8,0,0
5.0,138,6,0,1
5.3,141,9,1,1
8.8,86,7,0,1
8.9,86,4,0,0
9.7,108,8,1,1
9.0,91,6,1,1
8.0,100,8,0,1
6.6,124,8,0,1
6.2,137,7,1,1
6.6,82,8,0,1
6.5,117,5,0,0
7.6,90,8,1,1
7.5,138,7,0,1
9.5,103,6,1,1
7.3,100,9,1,1
9.9,126,6,0,1
5.8,99,7,0,0
5.2,90,8,0,1
9.4,135,10,1,1
5.5,101,7,0,0
7.4,100,5,1,0
9.5,81,7,1,0
7.2,133,7,0,1
5.0,104,7,0,1
8.9,97,9,1,1
9.5,80,6,0,1
8.3,107,8,1,1
7.4,127,5,0,1
7.0,140,8,0,1
9.9,113,6,0,1
7.6,120,8,1,1
8.8,131,9,0,1
7.8,107,9,1,1
7.8,130,7,1,1
6.3,128,5,1,1
9.8,101,6,0,0
8.1,136,8,1,1
6.2,134,9,0,1
5.3,142,8,0,1
9.1,101,9,1,1
5.3,116,8,0,1
6.3,96,9,0,1
5.8,116,9,1,1
8.3,97,7,1,1
6.8,133,7,0,0
6.7,137,5,1,1
9.7,127,8,1,1
6.4,132,7,0,1
5.1,84,8,0,0
6.2,114,7,0,0
5.3,129,6,0,1
8.5,118,10,0,1
5.5,141,5,0,1
7.8,140,5,1,1
6.6,99,5,1,0
7.8,137,9,0,1
5.9,129,5,1,1
8.5,108,8,1,1
5.5,103,4,0,0
8.0,114,6,1,1
9.7,98,7,0,1
9.1,109,9,0,1
7.1,124,6,0,0
9.5,122,7,1,0
5.4,90,7,0,1
7.4,139,7,0,1
9.2,91,5,0,0
8.9,81,6,1,1
8.5,129,6,1,1
5.1,86,5,1,0
7.8,137,7,1,1
5.1,114,8,1,1
7.0,95,7,0,1
5.1,80,10,0,0
5.4,136,8,0,1
8.5,134,5,1,1
9.9,89,7,1,1
5.3,89,9,0,0
8.9,138,4,1,1
7.5,106,8,1,1
5.4,93,5,0,0
6.0,82,5,0,0
7.8,97,6,1,0
9.1,107,8,1,1
7.2,142,8,0,1
7.2,89,6,0,1
6.5,124,9,0,1
8.8,107,7,0,1
8.8,120,9,1,1
9.6,114,7,0,1
6.9,112,6,0,0
8.8,98,4,1,0
6.1,130,7,0,1
6.9,94,8,0,1
6.0,102,5,1,0
9.9,108,10,1,1
8.2,113,7,1,1
6.1,89,9,1,1
8.6,111,6,0,1
7.1,97,8,1,1
5.4,93,5,0,0
9.2,145,8,0,1
5.0,82,7,0,0
9.4,113,5,1,1
8.6,125,9,1,1
5.7,144,5,0,0
7.7,133,6,0,1
6.3,138,10,0,1
9.4,110,5,1,1
9.6,111,5,1,1
6.7,115,9,0,1
9.6,96,7,0,1
5.8,123,7,0,1
7.8,133,5,1,1
6.7,110,8,0,1
5.1,96,9,1,0
6.2,139,8,0,0
6.1,139,5,1,1
9.6,115,4,1,1
9.2,126,5,1,1
6.0,125,6,1,1
7.6,92,5,0,1
9.1,138,10,0,1
8.8,143,7,0,1
8.2,113,8,1,1
7.1,111,7,0,1
8.8,108,8,0,1
9.1,140,7,1,1
10.0,116,8,0,1
9.4,122,10,0,1
6.7,98,5,1,1
9.6,83,8,0,1
6.0,141,9,0,1
6.6,144,9,0,1
6.1,97,5,0,0
7.5,101,8,0,0
5.1,139,8,1,1
5.7,134,9,1,1
7.0,125,9,0,1
5.4,85,10,0,1
8.6,107,5,0,1
6.7,84,8,0,1
7.9,136,10,1,1
7.7,117,5,0,1
9.6,82,10,1,1
7.8,118,6,0,1
9.6,117,9,0,1
6.7,138,5,0,1
5.5,89,6,0,0
5.8,132,6,1,1
5.5,126,6,0,0
7.9,87,9,0,1
7.0,135,10,0,1
6.2,119,5,1,1
7.5,107,7,0,0
10.0,87,10,1,1
9.5,121,8,0,1
8.5,80,8,1,1
8.6,114,9,0,1
9.9,136,10,0,1
6.7,130,8,1,1
6.0,125,8,0,1
9.4,136,7,0,1
9.7,118,7,0,1
8.6,125,10,0,1
6.3,119,4,1,1
7.9,81,7,1,1
6.3,125,10,0,1
6.1,127,6,0,1
9.6,137,8,0,1
8.2,80,9,1,1
8.7,139,7,0,1
7.8,100,9,0,1
9.1,132,4,0,0
5.8,104,5,0,0
8.0,102,10,0,1
8.1,112,7,0,1
5.6,138,5,0,0
9.7,80,6,0,1
8.5,103,4,1,1
5.3,145,9,1,1
7.9,96,9,1,0
9.8,136,6,0,1
7.0,106,5,1,1
6.9,90,5,1,1
7.4,110,6,0,1
9.9,142,6,0,1
8.5,87,9,0,1
8.5,141,8,0,1
6.7,108,4,0,0
7.9,144,7,1,1
9.6,130,9,0,1
7.0,90,7,0,0
8.8,99,5,0,0
9.5,94,9,0,1
6.2,88,5,0,0
9.3,123,7,0,1
6.6,96,7,0,1
6.3,110,7,1,0
6.6,104,5,0,1
6.7,142,8,0,1
8.1,98,7,0,0
9.1,116,5,0,1
7.7,112,7,0,1
6.7,126,6,1,1
7.6,120,8,0,1
7.3,110,6,0,1
6.3,100,7,0,1
7.1,98,10,1,1
10.0,128,8,0,1
7.0,143,8,0,1
9.4,112,9,1,1
8.3,126,5,1,1
9.3,138,5,1,1
8.5,123,6,0,1
6.0,129,8,0,0
9.6,94,4,0,1
7.4,116,4,1,1
7.8,114,7,0,1
5.7,88,5,1,1
7.4,100,10,0,1
6.5,99,9,1,1
9.5,114,4,1,1
8.0,103,8,0,1
8.5,102,9,1,1
7.6,96,9,0,1
7.5,125,8,1,1
9.8,114,9,0,1
7.2,122,10,1,1
9.2,88,9,0,1
8.6,134,6,0,1
7.6,122,8,0,1
9.7,123,8,0,1
7.6,88,10,1,1
8.4,126,7,1,1
8.3,85,7,0,1
5.3,137,6,0,1
9.0,107,10,1,1
8.5,133,7,1,1
8.5,91,4,1,0
9.0,129,6,0,1
9.9,130,5,0,1
5.7,85,5,0,0
7.6,120,7,0,1
7.8,143,4,1,1
9.7,124,9,1,1
6.5,135,7,0,0
6.9,128,9,0,1
5.3,133,6,1,1
5.9,109,4,0,0
5.0,81,9,0,0
5.5,143,8,0,1
8.3,93,7,1,0
8.4,142,9,0,1
8.3,104,5,1,1
8.1,96,5,0,0
6.9,92,8,0,1
5.7,118,5,0,1
7.3,96,9,1,1
6.2,131,10,0,1
6.8,144,9,1,1
6.3,131,4,0,0
7.5,120,9,1,1
10.0,101,9,0,1
8.4,145,5,1,1
8.3,82,4,0,0
9.3,92,4,0,0
9.0,122,5,1,1
7.6,93,4,0,1
6.2,132,4,1,1
5.4,135,10,0,1
9.3,141,6,1,1
8.9,138,8,1,1
8.8,137,6,1,1
7.7,112,6,1,1
6.7,83,9,1,1
7.7,112,6,0,0
5.8,131,10,1,0
5.7,145,7,1,1
9.5,142,5,0,1
8.9,83,9,0,1
7.6,86,4,1,1
9.9,100,7,0,0
8.9,101,5,1,1
7.3,144,6,0,0
6.1,131,10,1,1
9.8,121,6,0,1
8.6,126,7,1,1
9.1,97,6,1,1
9.5,98,8,0,1
5.2,137,5,1,1
6.8,86,9,1,1
8.6,96,9,1,1
7.5,137,8,0,0
9.3,100,10,0,1
7.8,121,7,0,1
5.8,109,5,1,1
8.1,101,5,0,1
5.5,107,4,0,0
8.1,132,10,1,1
9.1,96,8,1,1
8.4,98,8,1,1
9.5,126,4,0,1
6.0,95,5,1,1
5.8,139,9,1,1
8.2,113,10,1,1
7.3,81,10,1,1
5.9,111,8,1,1
7.6,136,6,0,0
7.4,145,5,0,1
5.0,138,4,1,1
8.6,98,5,0,0
7.4,122,8,1,1
5.4,133,6,0,1
7.4,85,7,0,1
8.8,143,10,0,1
5.1,96,5,0,0
6.8,134,4,1,1
7.9,107,9,1,1
8.3,83,8,0,1
6.2,105,9,0,1
8.9,144,10,1,1
9.5,88,7,1,1
5.8,123,7,0,1
5.6,85,7,0,0
5.5,114,9,0,0
6.4,101,8,0,0
6.0,112,7,0,1
5.2,145,8,0,1
9.7,143,6,0,1
9.4,92,8,0,1
6.4,104,8,1,1
5.1,96,9,0,0
6.6,129,6,1,1
7.8,111,8,0,0
8.1,132,6,0,0
5.8,96,5,0,0
7.2,130,7,0,1
9.1,135,4,0,1
8.2,96,9,1,1
9.1,102,7,0,1
9.7,117,4,1,1
6.0,133,6,0,0
7.0,103,10,0,1
8.4,104,6,0,1
5.1,109,5,0,0
7.1,113,8,0,1
8.6,99,8,1,1
6.4,83,5,1,0
9.0,103,6,1,1
9.3,141,4,1,1
8.2,133,7,1,1
9.8,105,10,1,1
8.9,93,8,0,1
9.7,83,9,0,1
5.2,142,4,1,1
9.4,145,7,0,1
6.7,85,9,0,1
6.4,142,7,1,1
5.7,135,6,1,1
6.2,88,7,1,1
10.0,128,6,1,1
7.1,94,9,1,1
9.7,87,10,1,1
6.2,102,10,0,1
6.6,90,6,0,0
9.4,82,4,0,1
10.0,108,9,1,1
6.2,133,6,0,1
8.0,131,6,0,1
8.0,107,6,1,1
6.2,102,4,0,0
8.4,83,5,0,0
7.9,127,7,0,1
8.9,115,10,0,1
7.2,111,5,1,1
9.0,89,8,1,1
8.6,119,6,0,1
9.4,120,9,0,1
8.4,88,7,0,0
8.8,95,8,1,1
6.2,123,9,0,1
7.9,119,9,1,1
8.9,97,7,1,1
6.5,86,6,1,1
8.9,130,10,1,1
6.1,122,5,0,0
7.5,91,7,0,1
6.0,82,7,1,1
9.1,86,6,1,1
6.3,141,5,1,1
5.5,104,8,0,0
8.0,83,6,1,1
9.3,109,5,0,1
7.6,129,10,0,1
5.7,110,4,0,0
9.1,93,5,0,1
5.4,120,5,0,1
5.3,109,9,0,0
10.0,144,8,1,1
6.3,81,9,0,0
5.7,120,6,1,1
8.1,126,5,1,1
6.4,129,9,0,1
8.1,128,8,0,1
9.4,120,4,1,1
8.0,140,9,1,1
6.3,89,7,0,0
6.1,141,8,1,1
8.0,122,7,0,1
5.5,120,4,0,1
9.4,134,8,0,1
7.7,143,6,1,1
8.0,134,6,1,1
7.0,127,6,0,1
6.7,120,7,1,0
7.2,109,10,1,1
7.8,134,5,0,0
5.3,87,9,1,1
5.5,104,7,1,1
7.3,142,8,1,1
8.6,112,5,0,1
7.1,99,6,0,0
9.7,91,10,0,1
5.4,120,7,0,1
8.4,107,9,1,1
8.7,114,5,0,1
5.2,87,9,0,0
5.2,144,5,0,0
6.9,145,9,0,1
5.6,85,6,0,0
8.0,104,6,1,1
8.0,141,10,0,1
5.3,127,8,0,1
9.1,143,10,0,1
8.3,115,4,0,0
9.3,132,6,0,1
7.1,101,6,0,0
5.2,137,5,0,0
7.6,86,6,0,0
5.7,140,7,1,0
6.0,81,8,0,1
9.0,95,7,0,1
9.7,137,4,1,1
9.3,90,5,1,1
7.6,97,10,0,1
8.4,136,6,1,1
5.1,115,9,0,0
9.5,116,8,1,1
7.8,121,9,0,1
8.3,105,10,1,1
8.5,143,9,0,1
5.8,110,8,0,1
6.8,137,7,1,0
7.2,100,5,0,1
8.7,145,6,0,1
8.1,99,8,0,1
7.9,145,4,0,1
7.1,132,6,0,1
9.7,117,5,0,1
7.5,138,7,0,1
7.2,129,6,0,1
7.8,139,9,0,1
7.6,138,8,0,1
9.5,125,8,0,1
6.2,91,6,0,0
8.9,96,8,0,1
6.7,85,8,1,0
8.5,117,8,0,1
5.6,123,5,0,1
7.9,142,4,0,1
8.0,134,9,1,1
6.6,83,9,0,0
5.7,103,6,0,0
7.1,131,9,0,1
6.2,132,6,1,1
9.1,121,8,1,1
8.0,118,7,0,0
8.9,103,5,1,1
6.6,121,6,0,1
9.1,106,7,1,0
9.7,84,4,1,1
10.0,132,6,1,1
6.9,81,6,1,1
9.9,110,5,1,0
8.1,119,8,1,1
8.7,106,8,1,1
8.0,133,7,0,1
9.7,120,10,0,1
9.2,102,4,1,1
8.9,129,7,0,1
6.8,82,6,1,1
9.4,94,8,1,1
10.0,137,6,0,1
6.1,94,5,0,0
7.0,134,6,0,1
5.4,118,6,0,1
9.1,101,7,1,1
9.4,101,9,0,1
7.0,85,6,1,1
9.0,87,7,0,1
5.4,86,7,0,0
9.8,110,6,1,1
8.7,86,9,1,1
10.0,105,10,1,1
5.1,144,8,1,1
8.2,86,6,1,1
6.3,104,7,0,0
5.1,119,4,0,0
6.4,112,6,0,1
6.6,127,4,0,1
8.2,101,6,0,0
5.3,81,7,0,0
6.0,90,7,1,0
7.9,97,5,0,1
5.5,81,4,0,0
7.8,118,8,0,0
6.0,115,7,0,1
9.8,119,6,0,1
8.1,109,6,0,1
9.5,80,5,0,1
6.0,128,5,0,1
6.8,138,7,0,1
8.3,102,8,0,1
9.6,128,6,1,1
8.9,127,8,0,1
7.7,82,5,1,0
5.4,134,9,0,1
9.1,85,5,1,1
6.5,113,6,0,0
8.1,110,7,1,1
9.2,90,5,0,0
6.9,97,6,0,1
9.2,123,9,0,1
8.8,135,10,1,1
5.2,81,6,0,1
9.1,83,7,0,0
5.4,85,5,0,0
7.7,125,6,0,1
8.3,116,8,1,1
8.2,120,8,0,1
9.9,95,8,0,1
5.7,112,9,1,1
7.5,101,7,1,1
6.6,113,9,0,0
5.0,138,4,1,0
9.0,135,8,0,1
7.1,86,5,0,0
6.8,120,10,0,1
5.3,121,7,0,0
5.9,137,7,0,1
7.2,137,7,0,1
10.0,115,6,0,1
5.2,95,8,1,0
9.6,125,6,0,1
7.4,136,8,0,1
6.6,86,6,0,0
7.1,90,9,0,1
6.0,117,5,1,0
9.2,118,5,1,1
9.4,143,7,1,1
5.2,105,5,1,1
6.2,86,7,1,0
6.4,105,9,1,1
6.0,102,8,1,1
6.9,133,6,1,1
7.2,86,8,0,1
5.6,109,6,0,1
9.5,81,5,0,1
8.2,134,7,1,1
9.9,124,6,0,1
5.4,118,8,0,0
5.3,145,5,0,0
6.9,125,8,0,1
9.4,103,9,1,1
8.5,87,8,0,1
7.3,90,8,1,1
8.8,89,9,1,1
7.5,101,9,0,1
8.7,121,10,0,0
5.5,104,4,1,1
9.2,112,7,1,1
9.8,103,9,0,1
8.1,121,8,1,1
5.5,113,8,0,1
6.1,125,9,0,0
6.1,126,7,1,1
9.4,118,6,1,1
6.4,109,7,0,1
7.2,129,7,0,1
5.3,127,5,0,0
6.9,104,4,0,0
8.9,85,4,1,1
6.1,80,5,1,0
6.4,118,8,0,1
5.6,95,7,0,1
8.4,96,7,0,1
6.6,101,7,0,0
7.8,83,6,0,0
7.3,87,8,1,1
7.0,117,5,0,0
5.0,121,10,0,1
9.6,95,6,1,1
7.4,87,4,1,1
9.0,112,8,1,1
8.9,144,10,0,1
9.6,130,10,0,1
9.9,143,5,1,1
9.4,115,6,1,1
5.8,133,7,0,1
9.8,142,10,0,1
9.3,97,7,0,1
9.7,134,6,1,1
5.7,142,6,1,1
5.1,90,5,0,0
9.6,142,4,0,1
7.1,140,7,0,1
6.4,99,7,1,1
5.7,128,9,0,1
9.7,83,9,1,1
8.0,133,8,1,1
7.3,144,6,1,1
8.4,121,8,1,1
9.2,125,8,0,1
9.6,135,5,1,1
8.5,129,5,0,1
5.5,100,9,1,0
9.9,87,7,1,1
7.7,140,7,0,1
9.3,137,10,1,1
7.6,124,5,0,1
8.9,130,8,0,1
7.4,132,5,1,1
6.3,102,10,0,1
6.5,106,6,1,1
6.9,116,5,1,1
6.3,110,10,0,1
6.8,84,7,0,1
7.7,108,9,1,1
6.6,83,7,1,1
5.4,81,5,0,0
7.9,103,6,1,1
8.9,140,5,1,1
7.0,126,6,0,1
5.5,135,8,0,1
6.1,94,8,0,0
8.3,135,8,1,1
9.1,89,4,1,0
9.0,102,4,1,1
7.6,136,7,0,1
6.9,120,6,0,1
8.8,115,9,0,1
8.2,122,4,1,1
10.0,124,5,0,0
7.5,116,6,0,1
6.9,129,6,0,1
5.1,129,6,0,0
5.6,84,5,0,0
7.1,109,7,1,0
9.2,125,9,0,1
5.8,109,10,0,1
7.7,100,6,1,1
9.1,138,7,0,1
9.7,87,9,0,1
5.3,128,5,0,0
9.6,119,8,0,1
7.1,117,5,0,1
7.3,123,5,1,1
8.8,136,7,1,1
6.9,123,7,1,1
9.0,144,8,1,1
6.8,105,4,0,0
8.2,97,7,1,1
9.2,121,4,1,1
8.2,132,9,0,1
8.5,95,9,1,1
8.1,127,8,1,1
9.2,141,7,1,1
6.0,135,9,1,1
5.0,83,8,0,0
7.4,116,7,1,1
9.3,114,8,0,1
5.7,113,9,0,1
9.1,134,8,0,1
6.4,80,7,1,1
7.7,87,5,0,1
5.9,114,5,0,1
8.4,80,8,0,1
5.7,121,9,1,1
9.7,112,9,1,1
7.0,80,8,0,0
9.1,102,8,1,1
6.5,122,5,0,0
5.0,121,4,0,1
5.1,92,10,0,1
5.4,110,8,0,0
8.2,111,5,0,1
5.9,84,7,1,0
6.2,96,5,1,1
6.2,109,5,0,0
7.5,95,7,0,1
7.2,80,5,1,0
9.0,130,6,1,1
6.8,138,6,0,1
5.7,83,5,1,1
9.5,110,7,0,1
7.5,137,8,0,1
5.4,134,7,1,0
6.4,129,10,1,1
8.2,123,9,0,1
7.2,91,10,1,0
6.3,103,8,0,0
8.3,116,10,0,1
5.9,139,8,1,1
8.3,91,10,1,1
6.4,133,5,0,1
7.3,80,9,0,0
6.0,90,4,1,1
9.8,86,5,1,1
9.4,86,8,0,0
7.1,110,8,1,1
5.1,100,6,0,1
7.5,132,5,0,1
7.2,133,9,1,1
7.8,123,7,0,1
7.2,97,9,0,0
9.8,105,5,1,1
9.3,117,9,0,1
8.8,128,10,0,1
6.3,83,8,0,0
8.3,140,8,1,1
9.9,101,6,1,1
9.6,113,5,1,1
5.1,145,7,0,0
5.1,120,7,0,1
6.3,98,7,0,0
6.6,135,10,0,1
7.4,124,10,0,1
8.7,80,6,1,1
8.4,114,9,0,1
7.8,117,8,0,1
7.4,110,7,0,1
6.8,133,6,1,1
6.1,123,9,0,0
6.2,114,6,0,1
7.5,134,7,1,1
5.4,116,6,1,1
9.4,107,9,1,1
10.0,109,10,1,1
7.0,114,8,0,1
6.8,99,8,1,1
7.1,103,7,0,1
8.0,137,10,0,1
9.5,142,9,0,1
5.5,134,7,0,1
7.4,145,7,1,1
7.0,119,9,1,1
9.2,88,10,0,1
7.8,96,9,0,0
7.4,96,4,1,1
8.1,112,7,0,1
6.2,98,4,1,0
8.0,140,5,0,0
9.1,91,8,1,1
6.2,84,5,0,0
